Municipio,CP,sessionID,DNI,Telef,duration_call_mins,Producto,chalet/piso,bajo/intermedio,adosado/unifamiliar,rejas,perro,Distritos,Total 2020,Incremento renta,1.-Homicidios dolosos y asesinatos consumados en Enero-marzo 2019,1.-Homicidios dolosos y asesinatos consumados en Enero-marzo 2020,2.-Homicidios dolosos y asesinatos en grado tentativa en Enero-marzo 2019,2.-Homicidios dolosos y asesinatos en grado tentativa en Enero-marzo 2020,3.-Delitos graves y menos graves de lesiones y ri�a tumultuaria en Enero-marzo 2019,3.-Delitos graves y menos graves de lesiones y ri�a tumultuaria en Enero-marzo 2020,4.-Secuestro en Enero-marzo 2019,4.-Secuestro en Enero-marzo 2020,5.-Delitos contra la libertad e indemnidad sexual en Enero-marzo 2019,5.-Delitos contra la libertad e indemnidad sexual en Enero-marzo 2020,5.1.-Agresi�n sexual con penetraci�n en Enero-marzo 2019,5.1.-Agresi�n sexual con penetraci�n en Enero-marzo 2020,5.2.-Resto de delitos contra la libertad e indemnidad sexual en Enero-marzo 2019,5.2.-Resto de delitos contra la libertad e indemnidad sexual en Enero-marzo 2020,6.-Robos con violencia e intimidaci�n en Enero-marzo 2019,6.-Robos con violencia e intimidaci�n en Enero-marzo 2020,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones en Enero-marzo 2019","7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones en Enero-marzo 2020",7.1.-Robos con fuerza en domicilios en Enero-marzo 2019,7.1.-Robos con fuerza en domicilios en Enero-marzo 2020,8.-Hurtos en Enero-marzo 2019,8.-Hurtos en Enero-marzo 2020,9.-Sustracciones de veh�culos en Enero-marzo 2019,9.-Sustracciones de veh�culos en Enero-marzo 2020,10.-Tr�fico de drogas en Enero-marzo 2019,10.-Tr�fico de drogas en Enero-marzo 2020,Resto de infracciones penales en Enero-marzo 2019,Resto de infracciones penales en Enero-marzo 2020,TOTAL INFRACCIONES PENALES en Enero-marzo 2019,TOTAL INFRACCIONES PENALES en Enero-marzo 2020
Alcobendas,28006,b'MC44NzAyMjc5OTQ4Njk3NjAx',X35202733,620579495,5.414391949265811,,Chalet,,Adosado,Con Rejas,,distrito 01,18.684,0.03100000000000236,0.0,0.0,1.0,1.0,9.0,7.0,0.0,0.0,6.0,10.0,0.0,2.0,6.0,8.0,22.0,24.0,111.0,66.0,51.0,28.0,317.0,246.0,68.0,48.0,5.0,3.0,768.0,700.0,1307.0,1105.0
Alcobendas,28006,b'MC45MDU4NDk5MDE5NjYwODc4',X35202733,620579495,5.837532243854199,,Chalet,,Adosado,Con Rejas,,distrito 01,18.684,0.03100000000000236,0.0,0.0,1.0,1.0,9.0,7.0,0.0,0.0,6.0,10.0,0.0,2.0,6.0,8.0,22.0,24.0,111.0,66.0,51.0,28.0,317.0,246.0,68.0,48.0,5.0,3.0,768.0,700.0,1307.0,1105.0
Alcobendas,28006,b'MC4wMjI5NzkxNzE2ODcxMDg2MTM=',X22775080,656946061,10.754586380134304,,Chalet,,Unifamiliar,Con Rejas,,distrito 01,18.684,0.03100000000000236,0.0,0.0,1.0,1.0,9.0,7.0,0.0,0.0,6.0,10.0,0.0,2.0,6.0,8.0,22.0,24.0,111.0,66.0,51.0,28.0,317.0,246.0,68.0,48.0,5.0,3.0,768.0,700.0,1307.0,1105.0
Alcobendas,28006,b'MC4wMjU3MjkwMjk2ODYwODM0ODI=',X22775080,656946061,6.011379986233335,,Chalet,,Unifamiliar,Con Rejas,,distrito 01,18.684,0.03100000000000236,0.0,0.0,1.0,1.0,9.0,7.0,0.0,0.0,6.0,10.0,0.0,2.0,6.0,8.0,22.0,24.0,111.0,66.0,51.0,28.0,317.0,246.0,68.0,48.0,5.0,3.0,768.0,700.0,1307.0,1105.0
Alcobendas,28006,b'MC4wNDkxNDg1NzcwMTczNzI2Mw==',X02179099,669227530,3.792262697941867,,Chalet,,Adosado,Con Rejas,,distrito 01,18.684,0.03100000000000236,0.0,0.0,1.0,1.0,9.0,7.0,0.0,0.0,6.0,10.0,0.0,2.0,6.0,8.0,22.0,24.0,111.0,66.0,51.0,28.0,317.0,246.0,68.0,48.0,5.0,3.0,768.0,700.0,1307.0,1105.0
Alcobendas,28006,b'MC4wNjcyNzIxNDg0NzkwMDg0Mg==',X22775080,656946061,8.925286301168436,,Chalet,,Unifamiliar,Con Rejas,,distrito 01,18.684,0.03100000000000236,0.0,0.0,1.0,1.0,9.0,7.0,0.0,0.0,6.0,10.0,0.0,2.0,6.0,8.0,22.0,24.0,111.0,66.0,51.0,28.0,317.0,246.0,68.0,48.0,5.0,3.0,768.0,700.0,1307.0,1105.0
Alcobendas,28006,b'MC4zMjA2NjYzODIyMjExNzQwNQ==',X35202733,620579495,12.20370868981863,,Chalet,,Adosado,Con Rejas,,distrito 01,18.684,0.03100000000000236,0.0,0.0,1.0,1.0,9.0,7.0,0.0,0.0,6.0,10.0,0.0,2.0,6.0,8.0,22.0,24.0,111.0,66.0,51.0,28.0,317.0,246.0,68.0,48.0,5.0,3.0,768.0,700.0,1307.0,1105.0
Aranjuez,28013,b'MC42NDg5NTIxODYzMzgyNTc1',X12312593,682023752,17.331849830036795,Home Premium Plus,Chalet,,Unifamiliar,Sin Rejas,,distrito 01,12.527,0.23099999999999987,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC42NDg5NTIxODYzMzgyNTc1',X12312593,682023752,17.331849830036795,Home Premium Plus,Chalet,,Unifamiliar,Sin Rejas,,distrito 02,11.961,0.13900000000000112,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC42NDg5NTIxODYzMzgyNTc1',X12312593,682023752,17.331849830036795,Home Premium Plus,Chalet,,Unifamiliar,Sin Rejas,,distrito 03,11.729,0.12799999999999834,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC42NDg5NTIxODYzMzgyNTc1',X12312593,682023752,17.331849830036795,Home Premium Plus,Chalet,,Unifamiliar,Sin Rejas,,distrito 04,12.993,0.2859999999999996,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC43Mjc0OTcwODY3ODIzMjk=',X12312593,682023752,21.92029931673152,Home Premium Plus,Chalet,,Unifamiliar,Sin Rejas,,distrito 01,12.527,0.23099999999999987,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC43Mjc0OTcwODY3ODIzMjk=',X12312593,682023752,21.92029931673152,Home Premium Plus,Chalet,,Unifamiliar,Sin Rejas,,distrito 02,11.961,0.13900000000000112,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC43Mjc0OTcwODY3ODIzMjk=',X12312593,682023752,21.92029931673152,Home Premium Plus,Chalet,,Unifamiliar,Sin Rejas,,distrito 03,11.729,0.12799999999999834,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC43Mjc0OTcwODY3ODIzMjk=',X12312593,682023752,21.92029931673152,Home Premium Plus,Chalet,,Unifamiliar,Sin Rejas,,distrito 04,12.993,0.2859999999999996,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC45NTMxNDAwMzkxMTM4ODcy',X12312593,682023752,10.608311949715231,Home Premium Plus,Chalet,,Unifamiliar,Sin Rejas,,distrito 01,12.527,0.23099999999999987,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC45NTMxNDAwMzkxMTM4ODcy',X12312593,682023752,10.608311949715231,Home Premium Plus,Chalet,,Unifamiliar,Sin Rejas,,distrito 02,11.961,0.13900000000000112,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC45NTMxNDAwMzkxMTM4ODcy',X12312593,682023752,10.608311949715231,Home Premium Plus,Chalet,,Unifamiliar,Sin Rejas,,distrito 03,11.729,0.12799999999999834,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC45NTMxNDAwMzkxMTM4ODcy',X12312593,682023752,10.608311949715231,Home Premium Plus,Chalet,,Unifamiliar,Sin Rejas,,distrito 04,12.993,0.2859999999999996,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC4wMzM1MzcxODI3MzU2MTE2OA==',X17490836,635171458,10.858984973826566,,Piso,Intermedio,,,Con Perro,distrito 01,12.527,0.23099999999999987,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC4wMzM1MzcxODI3MzU2MTE2OA==',X17490836,635171458,10.858984973826566,,Piso,Intermedio,,,Con Perro,distrito 02,11.961,0.13900000000000112,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC4wMzM1MzcxODI3MzU2MTE2OA==',X17490836,635171458,10.858984973826566,,Piso,Intermedio,,,Con Perro,distrito 03,11.729,0.12799999999999834,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC4wMzM1MzcxODI3MzU2MTE2OA==',X17490836,635171458,10.858984973826566,,Piso,Intermedio,,,Con Perro,distrito 04,12.993,0.2859999999999996,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC4zMzI1OTI3OTQ5NzM2ODcy',X17490836,635171458,10.750089239146115,,Piso,Intermedio,,,Con Perro,distrito 01,12.527,0.23099999999999987,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC4zMzI1OTI3OTQ5NzM2ODcy',X17490836,635171458,10.750089239146115,,Piso,Intermedio,,,Con Perro,distrito 02,11.961,0.13900000000000112,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC4zMzI1OTI3OTQ5NzM2ODcy',X17490836,635171458,10.750089239146115,,Piso,Intermedio,,,Con Perro,distrito 03,11.729,0.12799999999999834,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Aranjuez,28013,b'MC4zMzI1OTI3OTQ5NzM2ODcy',X17490836,635171458,10.750089239146115,,Piso,Intermedio,,,Con Perro,distrito 04,12.993,0.2859999999999996,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,7.0,9.0,31.0,29.0,18.0,19.0,152.0,135.0,20.0,5.0,4.0,7.0,416.0,381.0,640.0,571.0
Arganda del Rey,28014,b'MC41NDc3Mzk4MjcwNjM1MTEx',X14277051,684025097,22.773737726204285,Home Basic,Piso,Bajo,,Sin Rejas,Sin Perro,distrito 01,11.656,0.05799999999999983,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,11.0,15.0,36.0,52.0,17.0,22.0,101.0,96.0,7.0,4.0,2.0,4.0,422.0,468.0,590.0,651.0
Arganda del Rey,28014,b'MC44MTQyNDE4MjkwNTEzMjY3',X95555845,610037251,4.185490935856224,,Piso,Bajo,,Con Rejas,Con Perro,distrito 01,11.656,0.05799999999999983,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,11.0,15.0,36.0,52.0,17.0,22.0,101.0,96.0,7.0,4.0,2.0,4.0,422.0,468.0,590.0,651.0
Arganda del Rey,28014,b'MC44NDI5MTc1OTA0MzgxOTA5',X03683673,662590965,8.13338186680789,,Chalet,,Unifamiliar,Sin Rejas,,distrito 01,11.656,0.05799999999999983,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,11.0,15.0,36.0,52.0,17.0,22.0,101.0,96.0,7.0,4.0,2.0,4.0,422.0,468.0,590.0,651.0
Arganda del Rey,28014,b'MC45ODgxNjc5NTAxNzk2ODgy',X03683673,662590965,8.303826551095714,,Chalet,,Unifamiliar,Sin Rejas,,distrito 01,11.656,0.05799999999999983,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,11.0,15.0,36.0,52.0,17.0,22.0,101.0,96.0,7.0,4.0,2.0,4.0,422.0,468.0,590.0,651.0
Arganda del Rey,28014,b'MC4wOTE3NjAxMzM3NTYwNjAyOQ==',X76191826,667698730,8.476136347762056,,Chalet,,Unifamiliar,Con Rejas,,distrito 01,11.656,0.05799999999999983,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,11.0,15.0,36.0,52.0,17.0,22.0,101.0,96.0,7.0,4.0,2.0,4.0,422.0,468.0,590.0,651.0
Arganda del Rey,28014,b'MC4xMTI3MjUyOTk1ODc0NzY0Ng==',X95555845,610037251,1.1677131578165625,,Piso,Bajo,,Con Rejas,Con Perro,distrito 01,11.656,0.05799999999999983,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,11.0,15.0,36.0,52.0,17.0,22.0,101.0,96.0,7.0,4.0,2.0,4.0,422.0,468.0,590.0,651.0
Arganda del Rey,28014,b'MC4yMDQ2NTUxNTY4OTk2MTU3OA==',X76191826,667698730,8.319934994516666,,Chalet,,Unifamiliar,Con Rejas,,distrito 01,11.656,0.05799999999999983,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,11.0,15.0,36.0,52.0,17.0,22.0,101.0,96.0,7.0,4.0,2.0,4.0,422.0,468.0,590.0,651.0
Arganda del Rey,28014,b'MC4yMzU3OTQ2NTgxNzM5MTg4Nw==',X76191826,667698730,2.29430723994967,,Chalet,,Unifamiliar,Con Rejas,,distrito 01,11.656,0.05799999999999983,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,11.0,15.0,36.0,52.0,17.0,22.0,101.0,96.0,7.0,4.0,2.0,4.0,422.0,468.0,590.0,651.0
Arganda del Rey,28014,b'MC4yODg5Nzc4MDEzMTc4NDMx',X14277051,684025097,22.051123380241908,Home Basic,Piso,Bajo,,Sin Rejas,Sin Perro,distrito 01,11.656,0.05799999999999983,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,11.0,15.0,36.0,52.0,17.0,22.0,101.0,96.0,7.0,4.0,2.0,4.0,422.0,468.0,590.0,651.0
Arganda del Rey,28014,b'MC4zMTQ0NDIzMzYyNDczNzU1',X76191826,667698730,3.1679002566790246,,Chalet,,Unifamiliar,Con Rejas,,distrito 01,11.656,0.05799999999999983,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,3.0,2.0,0.0,1.0,3.0,1.0,11.0,15.0,36.0,52.0,17.0,22.0,101.0,96.0,7.0,4.0,2.0,4.0,422.0,468.0,590.0,651.0
Arroyomolinos,28015,b'MC40MTI2NTE2Mzk5NjY2MDc4',X90947819,617708206,6.834872526847677,,Piso,Bajo,,Sin Rejas,Sin Perro,distrito 01,14.359,0.12599999999999945,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,1.0,4.0,1.0,10.0,10.0,28.0,29.0,21.0,14.0,415.0,363.0,16.0,19.0,0.0,0.0,266.0,251.0,740.0,676.0
Arroyomolinos,28015,b'MC40MTMzMzAxMjIyMDg5ODAyNA==',X87674915,651709843,5.559914182084502,,Piso,Intermedio,,,Sin Perro,distrito 01,14.359,0.12599999999999945,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,1.0,4.0,1.0,10.0,10.0,28.0,29.0,21.0,14.0,415.0,363.0,16.0,19.0,0.0,0.0,266.0,251.0,740.0,676.0
Arroyomolinos,28015,b'MC41MDk5MzUxNjI5NTI1NDA2',X78419672,612128538,0.4260808577009838,,Piso,Bajo,,Con Rejas,Sin Perro,distrito 01,14.359,0.12599999999999945,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,1.0,4.0,1.0,10.0,10.0,28.0,29.0,21.0,14.0,415.0,363.0,16.0,19.0,0.0,0.0,266.0,251.0,740.0,676.0
Arroyomolinos,28015,b'MC41OTU2MTE5MzI3NzgxMzYz',X90947819,617708206,1.85406286881032,,Piso,Bajo,,Sin Rejas,Sin Perro,distrito 01,14.359,0.12599999999999945,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,1.0,4.0,1.0,10.0,10.0,28.0,29.0,21.0,14.0,415.0,363.0,16.0,19.0,0.0,0.0,266.0,251.0,740.0,676.0
Arroyomolinos,28015,b'MC42MjU5Mzc1MjA1NjA2ODE=',X87674915,651709843,10.539010154929706,,Piso,Intermedio,,,Sin Perro,distrito 01,14.359,0.12599999999999945,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,1.0,4.0,1.0,10.0,10.0,28.0,29.0,21.0,14.0,415.0,363.0,16.0,19.0,0.0,0.0,266.0,251.0,740.0,676.0
Arroyomolinos,28015,b'MC42MjU5OTA2NzA4ODMwNDU5',X78419672,612128538,5.415224991924887,,Piso,Bajo,,Con Rejas,Sin Perro,distrito 01,14.359,0.12599999999999945,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,1.0,4.0,1.0,10.0,10.0,28.0,29.0,21.0,14.0,415.0,363.0,16.0,19.0,0.0,0.0,266.0,251.0,740.0,676.0
Arroyomolinos,28015,b'MC42NzY0NTgxNDU0MTIxOTk2',X90947819,617708206,0.3239934020305419,,Piso,Bajo,,Sin Rejas,Sin Perro,distrito 01,14.359,0.12599999999999945,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,1.0,4.0,1.0,10.0,10.0,28.0,29.0,21.0,14.0,415.0,363.0,16.0,19.0,0.0,0.0,266.0,251.0,740.0,676.0
